DriverNumber,Driver,GridPosition,ClassifiedPosition,TyreStrategy,Status,GP,Year
16,LEC,1.0,1,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
55,SAI,3.0,2,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
44,HAM,5.0,3,"['SOFT', 'HARD', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
63,RUS,9.0,4,"['SOFT', 'HARD', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
20,MAG,7.0,5,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
77,BOT,6.0,6,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
31,OCO,11.0,7,"['SOFT', 'MEDIUM', 'HARD', 'SOFT']",Finished,Bahrain Grand Prix,2022
22,TSU,16.0,8,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",Finished,Bahrain Grand Prix,2022
14,ALO,8.0,9,"['SOFT', 'MEDIUM', 'HARD', 'SOFT']",Finished,Bahrain Grand Prix,2022
24,ZHO,15.0,10,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
47,MSC,12.0,11,"['SOFT', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
18,STR,19.0,12,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
23,ALB,14.0,13,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
3,RIC,18.0,14,"['MEDIUM', 'SOFT', 'HARD', 'SOFT']",Finished,Bahrain Grand Prix,2022
4,NOR,13.0,15,"['MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,Bahrain Grand Prix,2022
6,LAT,20.0,16,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
27,HUL,17.0,17,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,Bahrain Grand Prix,2022
11,PER,4.0,18,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",Fuel pressure,Bahrain Grand Prix,2022
1,VER,2.0,19,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Fuel pressure,Bahrain Grand Prix,2022
10,GAS,10.0,R,"['SOFT', 'MEDIUM', 'HARD']",Power Unit,Bahrain Grand Prix,2022
1,VER,4.0,1,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2022
16,LEC,2.0,2,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2022
55,SAI,3.0,3,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2022
11,PER,1.0,4,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2022
63,RUS,6.0,5,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2022
31,OCO,5.0,6,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2022
4,NOR,11.0,7,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2022
10,GAS,9.0,8,"['MEDIUM', 'HARD']",Finished,Saudi Arabian Grand Prix,2022
20,MAG,10.0,9,"['HARD', 'MEDIUM']",Finished,Saudi Arabian Grand Prix,2022
44,HAM,15.0,10,"['HARD', 'MEDIUM']",Finished,Saudi Arabian Grand Prix,2022
24,ZHO,12.0,11,"['MEDIUM', 'HARD', 'HARD']",Finished,Saudi Arabian Grand Prix,2022
27,HUL,17.0,12,"['HARD', 'MEDIUM']",Finished,Saudi Arabian Grand Prix,2022
18,STR,13.0,13,"['MEDIUM', 'HARD']",+1 Lap,Saudi Arabian Grand Prix,2022
23,ALB,16.0,14,"['MEDIUM', 'HARD']",Collision damage,Saudi Arabian Grand Prix,2022
77,BOT,8.0,R,"['MEDIUM', 'HARD', 'MEDIUM']",Cooling system,Saudi Arabian Grand Prix,2022
14,ALO,7.0,R,"['MEDIUM', 'HARD']",Water pump,Saudi Arabian Grand Prix,2022
3,RIC,14.0,R,"['MEDIUM', 'HARD']",Gearbox,Saudi Arabian Grand Prix,2022
6,LAT,18.0,R,['MEDIUM'],Accident,Saudi Arabian Grand Prix,2022
22,TSU,19.0,R,,Power Unit,Saudi Arabian Grand Prix,2022
47,MSC,,W,,Withdrew,Saudi Arabian Grand Prix,2022
16,LEC,1.0,1,"['MEDIUM', 'HARD']",Finished,Australian Grand Prix,2022
11,PER,3.0,2,"['MEDIUM', 'HARD']",Finished,Australian Grand Prix,2022
63,RUS,6.0,3,"['MEDIUM', 'HARD']",Finished,Australian Grand Prix,2022
44,HAM,5.0,4,"['MEDIUM', 'HARD']",Finished,Australian Grand Prix,2022
4,NOR,4.0,5,"['MEDIUM', 'HARD']",Finished,Australian Grand Prix,2022
3,RIC,7.0,6,"['MEDIUM', 'HARD']",Finished,Australian Grand Prix,2022
31,OCO,8.0,7,"['MEDIUM', 'HARD']",Finished,Australian Grand Prix,2022
77,BOT,12.0,8,"['MEDIUM', 'HARD']",Finished,Australian Grand Prix,2022
10,GAS,11.0,9,"['MEDIUM', 'HARD']",Finished,Australian Grand Prix,2022
23,ALB,20.0,10,"['HARD', 'SOFT']",Finished,Australian Grand Prix,2022
24,ZHO,14.0,11,"['MEDIUM', 'HARD']",Finished,Australian Grand Prix,2022
18,STR,19.0,12,"['HARD', 'MEDIUM', 'HARD', 'HARD']",Finished,Australian Grand Prix,2022
47,MSC,15.0,13,"['MEDIUM', 'HARD']",+1 Lap,Australian Grand Prix,2022
20,MAG,16.0,14,"['HARD', 'MEDIUM']",+1 Lap,Australian Grand Prix,2022
22,TSU,13.0,15,"['MEDIUM', 'HARD']",+1 Lap,Australian Grand Prix,2022
6,LAT,18.0,16,"['MEDIUM', 'HARD', 'HARD']",+1 Lap,Australian Grand Prix,2022
14,ALO,10.0,17,"['HARD', 'MEDIUM', 'MEDIUM']",+1 Lap,Australian Grand Prix,2022
1,VER,2.0,R,"['MEDIUM', 'HARD']",Fuel leak,Australian Grand Prix,2022
5,VET,17.0,R,['HARD'],Accident,Australian Grand Prix,2022
55,SAI,9.0,R,['HARD'],Spun off,Australian Grand Prix,2022
1,VER,1.0,1,"['INTERMEDIATE', 'MEDIUM', 'SOFT']",Finished,Emilia Romagna Grand Prix,2022
11,PER,3.0,2,"['INTERMEDIATE', 'MEDIUM', 'SOFT']",Finished,Emilia Romagna Grand Prix,2022
4,NOR,5.0,3,"['INTERMEDIATE', 'MEDIUM']",Finished,Emilia Romagna Grand Prix,2022
63,RUS,11.0,4,"['INTERMEDIATE', 'MEDIUM']",Finished,Emilia Romagna Grand Prix,2022
77,BOT,7.0,5,"['INTERMEDIATE', 'MEDIUM']",Finished,Emilia Romagna Grand Prix,2022
16,LEC,2.0,6,"['INTERMEDIATE', 'MEDIUM', 'SOFT', 'SOFT']",Finished,Emilia Romagna Grand Prix,2022
22,TSU,12.0,7,"['INTERMEDIATE', 'MEDIUM']",Finished,Emilia Romagna Grand Prix,2022
5,VET,13.0,8,"['INTERMEDIATE', 'MEDIUM']",Finished,Emilia Romagna Grand Prix,2022
20,MAG,8.0,9,"['INTERMEDIATE', 'MEDIUM']",Finished,Emilia Romagna Grand Prix,2022
18,STR,15.0,10,"['INTERMEDIATE', 'MEDIUM']",+1 Lap,Emilia Romagna Grand Prix,2022
23,ALB,18.0,11,"['INTERMEDIATE', 'MEDIUM']",+1 Lap,Emilia Romagna Grand Prix,2022
10,GAS,17.0,12,"['INTERMEDIATE', 'MEDIUM']",+1 Lap,Emilia Romagna Grand Prix,2022
44,HAM,14.0,13,"['INTERMEDIATE', 'MEDIUM']",+1 Lap,Emilia Romagna Grand Prix,2022
31,OCO,16.0,14,"['INTERMEDIATE', 'MEDIUM']",+1 Lap,Emilia Romagna Grand Prix,2022
24,ZHO,0.0,15,"['INTERMEDIATE', 'MEDIUM']",+1 Lap,Emilia Romagna Grand Prix,2022
6,LAT,19.0,16,"['INTERMEDIATE', 'MEDIUM']",+1 Lap,Emilia Romagna Grand Prix,2022
47,MSC,10.0,17,"['INTERMEDIATE', 'MEDIUM', 'SOFT']",+1 Lap,Emilia Romagna Grand Prix,2022
3,RIC,6.0,18,"['INTERMEDIATE', 'INTERMEDIATE', 'MEDIUM', 'HARD']",+1 Lap,Emilia Romagna Grand Prix,2022
14,ALO,9.0,R,['INTERMEDIATE'],Collision damage,Emilia Romagna Grand Prix,2022
55,SAI,4.0,R,['INTERMEDIATE'],Collision,Emilia Romagna Grand Prix,2022
1,VER,3.0,1,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2022
16,LEC,1.0,2,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2022
55,SAI,2.0,3,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2022
11,PER,4.0,4,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Miami Grand Prix,2022
63,RUS,12.0,5,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2022
44,HAM,6.0,6,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2022
77,BOT,5.0,7,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2022
31,OCO,20.0,8,"['HARD', 'SOFT']",Finished,Miami Grand Prix,2022
23,ALB,18.0,9,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2022
18,STR,0.0,10,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2022
14,ALO,11.0,11,"['MEDIUM', 'HARD']",Finished,Miami Grand Prix,2022
22,TSU,9.0,12,"['MEDIUM', 'HARD', 'SOFT']",Finished,Miami Grand Prix,2022
3,RIC,14.0,13,"['MEDIUM', 'HARD', 'SOFT']",Finished,Miami Grand Prix,2022
6,LAT,19.0,14,"['HARD', 'MEDIUM']",Finished,Miami Grand Prix,2022
47,MSC,15.0,15,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Miami Grand Prix,2022
20,MAG,16.0,16,"['MEDIUM', 'HARD', 'MEDIUM']",Front wing,Miami Grand Prix,2022
5,VET,0.0,17,"['HARD', 'MEDIUM']",Collision,Miami Grand Prix,2022
10,GAS,7.0,R,"['MEDIUM', 'HARD', 'SOFT']",Suspension,Miami Grand Prix,2022
4,NOR,8.0,R,"['MEDIUM', 'HARD']",Collision,Miami Grand Prix,2022
24,ZHO,17.0,R,['MEDIUM'],Water leak,Miami Grand Prix,2022
1,VER,2.0,1,"['SOFT', 'MEDIUM', 'SOFT', 'MEDIUM']",Finished,Spanish Grand Prix,2022
11,PER,5.0,2,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,Spanish Grand Prix,2022
63,RUS,4.0,3,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,Spanish Grand Prix,2022
55,SAI,3.0,4,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,Spanish Grand Prix,2022
44,HAM,6.0,5,"['MEDIUM', 'SOFT', 'MEDIUM', 'SOFT']",Finished,Spanish Grand Prix,2022
77,BOT,7.0,6,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,Spanish Grand Prix,2022
31,OCO,12.0,7,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",Finished,Spanish Grand Prix,2022
4,NOR,11.0,8,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",Finished,Spanish Grand Prix,2022
14,ALO,20.0,9,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",+1 Lap,Spanish Grand Prix,2022
22,TSU,13.0,10,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",+1 Lap,Spanish Grand Prix,2022
5,VET,16.0,11,"['SOFT', 'SOFT', 'MEDIUM']",+1 Lap,Spanish Grand Prix,2022
3,RIC,9.0,12,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']",+1 Lap,Spanish Grand Prix,2022
10,GAS,14.0,13,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",+1 Lap,Spanish Grand Prix,2022
47,MSC,10.0,14,"['SOFT', 'SOFT', 'MEDIUM']",+1 Lap,Spanish Grand Prix,2022
18,STR,17.0,15,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']",+1 Lap,Spanish Grand Prix,2022
6,LAT,19.0,16,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",+2 Laps,Spanish Grand Prix,2022
20,MAG,8.0,17,"['SOFT', 'MEDIUM', 'HARD']",+2 Laps,Spanish Grand Prix,2022
23,ALB,18.0,18,"['SOFT', 'MEDIUM', 'SOFT', 'MEDIUM', 'SOFT']",+2 Laps,Spanish Grand Prix,2022
24,ZHO,15.0,R,"['SOFT', 'MEDIUM']",Power loss,Spanish Grand Prix,2022
16,LEC,1.0,R,"['SOFT', 'MEDIUM']",Turbo,Spanish Grand Prix,2022
11,PER,3.0,1,"['WET', 'INTERMEDIATE', 'HARD', 'MEDIUM']",Finished,Monaco Grand Prix,2022
55,SAI,2.0,2,"['WET', 'HARD', 'HARD']",Finished,Monaco Grand Prix,2022
1,VER,4.0,3,"['WET', 'INTERMEDIATE', 'HARD', 'MEDIUM']",Finished,Monaco Grand Prix,2022
16,LEC,1.0,4,"['WET', 'INTERMEDIATE', 'HARD', 'HARD']",Finished,Monaco Grand Prix,2022
63,RUS,6.0,5,"['WET', 'HARD', 'MEDIUM']",Finished,Monaco Grand Prix,2022
4,NOR,5.0,6,"['WET', 'INTERMEDIATE', 'HARD', 'HARD', 'MEDIUM']",Finished,Monaco Grand Prix,2022
14,ALO,7.0,7,"['WET', 'HARD', 'MEDIUM']",Finished,Monaco Grand Prix,2022
44,HAM,8.0,8,"['WET', 'INTERMEDIATE', 'HARD', 'MEDIUM']",Finished,Monaco Grand Prix,2022
77,BOT,12.0,9,"['WET', 'HARD', 'HARD']",Finished,Monaco Grand Prix,2022
5,VET,9.0,10,"['WET', 'INTERMEDIATE', 'HARD', 'HARD']",Finished,Monaco Grand Prix,2022
10,GAS,17.0,11,"['INTERMEDIATE', 'INTERMEDIATE', 'HARD', 'HARD']",Finished,Monaco Grand Prix,2022
31,OCO,10.0,12,"['WET', 'HARD', 'MEDIUM']",Finished,Monaco Grand Prix,2022
3,RIC,14.0,13,"['WET', 'HARD', 'HARD']",Finished,Monaco Grand Prix,2022
18,STR,18.0,14,"['WET', 'WET', 'INTERMEDIATE', 'HARD', 'None']",Finished,Monaco Grand Prix,2022
6,LAT,19.0,15,"['WET', 'INTERMEDIATE', 'HARD', 'MEDIUM']",+1 Lap,Monaco Grand Prix,2022
24,ZHO,20.0,16,"['WET', 'HARD', 'MEDIUM']",+1 Lap,Monaco Grand Prix,2022
22,TSU,11.0,17,"['WET', 'INTERMEDIATE', 'HARD', 'MEDIUM', 'SOFT']",+1 Lap,Monaco Grand Prix,2022
23,ALB,16.0,R,"['WET', 'HARD', 'MEDIUM', 'MEDIUM']",Mechanical,Monaco Grand Prix,2022
47,MSC,15.0,R,"['WET', 'INTERMEDIATE', 'HARD']",Accident,Monaco Grand Prix,2022
20,MAG,13.0,R,['WET'],Water pressure,Monaco Grand Prix,2022
1,VER,3.0,1,"['MEDIUM', 'HARD', 'HARD']",Finished,Azerbaijan Grand Prix,2022
11,PER,2.0,2,"['MEDIUM', 'HARD', 'HARD']",Finished,Azerbaijan Grand Prix,2022
63,RUS,5.0,3,"['MEDIUM', 'HARD', 'HARD']",Finished,Azerbaijan Grand Prix,2022
44,HAM,7.0,4,"['MEDIUM', 'HARD', 'HARD']",Finished,Azerbaijan Grand Prix,2022
10,GAS,6.0,5,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2022
5,VET,9.0,6,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2022
14,ALO,10.0,7,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2022
3,RIC,12.0,8,"['HARD', 'MEDIUM']",Finished,Azerbaijan Grand Prix,2022
4,NOR,11.0,9,"['MEDIUM', 'HARD']",Finished,Azerbaijan Grand Prix,2022
31,OCO,13.0,10,"['HARD', 'MEDIUM']",Finished,Azerbaijan Grand Prix,2022
77,BOT,15.0,11,"['HARD', 'MEDIUM']",+1 Lap,Azerbaijan Grand Prix,2022
23,ALB,17.0,12,"['MEDIUM', 'HARD', 'HARD']",+1 Lap,Azerbaijan Grand Prix,2022
22,TSU,8.0,13,"['MEDIUM', 'HARD', 'SOFT']",+1 Lap,Azerbaijan Grand Prix,2022
47,MSC,20.0,14,"['HARD', 'MEDIUM', 'HARD']",+1 Lap,Azerbaijan Grand Prix,2022
6,LAT,18.0,15,"['MEDIUM', 'MEDIUM', 'HARD']",+1 Lap,Azerbaijan Grand Prix,2022
18,STR,19.0,16,"['HARD', 'MEDIUM']",Vibrations,Azerbaijan Grand Prix,2022
20,MAG,16.0,R,"['MEDIUM', 'HARD']",Power Unit,Azerbaijan Grand Prix,2022
24,ZHO,14.0,R,"['MEDIUM', 'HARD']",Hydraulics,Azerbaijan Grand Prix,2022
16,LEC,1.0,R,"['MEDIUM', 'HARD']",Power Unit,Azerbaijan Grand Prix,2022
55,SAI,4.0,R,['MEDIUM'],Hydraulics,Azerbaijan Grand Prix,2022
1,VER,1.0,1,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2022
55,SAI,3.0,2,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2022
44,HAM,4.0,3,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2022
63,RUS,8.0,4,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2022
16,LEC,19.0,5,"['HARD', 'MEDIUM']",Finished,Canadian Grand Prix,2022
31,OCO,7.0,6,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Canadian Grand Prix,2022
77,BOT,11.0,7,"['HARD', 'MEDIUM']",Finished,Canadian Grand Prix,2022
24,ZHO,10.0,8,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2022
14,ALO,2.0,9,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Canadian Grand Prix,2022
18,STR,17.0,10,"['HARD', 'MEDIUM']",Finished,Canadian Grand Prix,2022
3,RIC,9.0,11,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2022
5,VET,16.0,12,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2022
23,ALB,12.0,13,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2022
10,GAS,15.0,14,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2022
4,NOR,14.0,15,"['HARD', 'HARD', 'MEDIUM']",Finished,Canadian Grand Prix,2022
6,LAT,18.0,16,"['MEDIUM', 'HARD', 'HARD']",Finished,Canadian Grand Prix,2022
20,MAG,5.0,17,"['MEDIUM', 'HARD']",Finished,Canadian Grand Prix,2022
22,TSU,20.0,R,"['MEDIUM', 'HARD']",Accident,Canadian Grand Prix,2022
47,MSC,6.0,R,['MEDIUM'],Engine,Canadian Grand Prix,2022
11,PER,13.0,R,['HARD'],Gearbox,Canadian Grand Prix,2022
55,SAI,1.0,1,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT']",Finished,British Grand Prix,2022
11,PER,4.0,2,"['MEDIUM', 'MEDIUM', 'MEDIUM', 'SOFT']",Finished,British Grand Prix,2022
44,HAM,5.0,3,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT']",Finished,British Grand Prix,2022
16,LEC,3.0,4,"['MEDIUM', 'MEDIUM', 'HARD']",Finished,British Grand Prix,2022
14,ALO,7.0,5,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT']",Finished,British Grand Prix,2022
4,NOR,6.0,6,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT']",Finished,British Grand Prix,2022
1,VER,2.0,7,"['SOFT', 'MEDIUM', 'MEDIUM', 'HARD', 'SOFT']",Finished,British Grand Prix,2022
47,MSC,19.0,8,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT']",Finished,British Grand Prix,2022
5,VET,18.0,9,"['SOFT', 'SOFT', 'MEDIUM', 'MEDIUM']",Finished,British Grand Prix,2022
20,MAG,17.0,10,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,British Grand Prix,2022
18,STR,20.0,11,"['MEDIUM', 'MEDIUM', 'HARD', 'MEDIUM']",Finished,British Grand Prix,2022
6,LAT,10.0,12,"['SOFT', 'SOFT', 'MEDIUM', 'SOFT']",Finished,British Grand Prix,2022
3,RIC,14.0,13,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT', 'SOFT']",Finished,British Grand Prix,2022
22,TSU,13.0,14,"['MEDIUM', 'SOFT', 'HARD', 'SOFT']",Finished,British Grand Prix,2022
31,OCO,15.0,R,"['MEDIUM', 'SOFT', 'HARD']",Fuel pump,British Grand Prix,2022
10,GAS,11.0,R,"['MEDIUM', 'SOFT', 'HARD']",Collision damage,British Grand Prix,2022
77,BOT,12.0,R,"['MEDIUM', 'MEDIUM']",Gearbox,British Grand Prix,2022
63,RUS,8.0,R,['HARD'],Collision,British Grand Prix,2022
24,ZHO,9.0,R,['MEDIUM'],Collision,British Grand Prix,2022
23,ALB,16.0,R,['SOFT'],Collision,British Grand Prix,2022
16,LEC,2.0,1,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']",Finished,Austrian Grand Prix,2022
1,VER,1.0,2,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']",Finished,Austrian Grand Prix,2022
44,HAM,8.0,3,"['MEDIUM', 'HARD', 'MEDIUM']",Finished,Austrian Grand Prix,2022
63,RUS,4.0,4,"['MEDIUM', 'HARD', 'None']",Finished,Austrian Grand Prix,2022
31,OCO,6.0,5,"['MEDIUM', 'HARD', 'None']",Finished,Austrian Grand Prix,2022
47,MSC,9.0,6,"['MEDIUM', 'HARD', 'None']",+1 Lap,Austrian Grand Prix,2022
4,NOR,10.0,7,"['MEDIUM', 'HARD', 'None']",+1 Lap,Austrian Grand Prix,2022
20,MAG,7.0,8,"['MEDIUM', 'HARD', 'None']",+1 Lap,Austrian Grand Prix,2022
3,RIC,11.0,9,"['MEDIUM', 'HARD', 'None']",+1 Lap,Austrian Grand Prix,2022
14,ALO,19.0,10,"['HARD', 'HARD', 'MEDIUM', 'MEDIUM']",+1 Lap,Austrian Grand Prix,2022
77,BOT,0.0,11,"['MEDIUM', 'HARD', 'None']",+1 Lap,Austrian Grand Prix,2022
23,ALB,15.0,12,"['MEDIUM', 'HARD', 'None']",+1 Lap,Austrian Grand Prix,2022
18,STR,12.0,13,"['MEDIUM', 'HARD', 'MEDIUM']",+1 Lap,Austrian Grand Prix,2022
24,ZHO,13.0,14,"['HARD', 'HARD', 'MEDIUM']",+1 Lap,Austrian Grand Prix,2022
10,GAS,14.0,15,"['MEDIUM', 'HARD', 'None']",+1 Lap,Austrian Grand Prix,2022
22,TSU,16.0,16,"['HARD', 'MEDIUM', 'HARD']",+1 Lap,Austrian Grand Prix,2022
5,VET,18.0,17,"['HARD', 'MEDIUM', 'None']",+1 Lap,Austrian Grand Prix,2022
55,SAI,3.0,R,"['MEDIUM', 'HARD', 'None']",Power Unit,Austrian Grand Prix,2022
6,LAT,17.0,R,"['MEDIUM', 'HARD', 'None']",Undertray,Austrian Grand Prix,2022
11,PER,5.0,R,"['MEDIUM', 'HARD']",Collision damage,Austrian Grand Prix,2022
1,VER,2.0,1,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
44,HAM,4.0,2,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
63,RUS,6.0,3,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
11,PER,3.0,4,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
55,SAI,19.0,5,"['HARD', 'MEDIUM', 'MEDIUM']",Finished,French Grand Prix,2022
14,ALO,7.0,6,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
4,NOR,5.0,7,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
31,OCO,10.0,8,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
3,RIC,9.0,9,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
18,STR,15.0,10,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
5,VET,12.0,11,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
10,GAS,14.0,12,"['HARD', 'MEDIUM']",Finished,French Grand Prix,2022
23,ALB,13.0,13,"['MEDIUM', 'HARD']",Finished,French Grand Prix,2022
77,BOT,11.0,14,"['HARD', 'HARD', 'MEDIUM']",Finished,French Grand Prix,2022
47,MSC,17.0,15,"['MEDIUM', 'HARD', 'HARD']",Finished,French Grand Prix,2022
24,ZHO,16.0,16,"['MEDIUM', 'HARD', 'HARD']",+6 Laps,French Grand Prix,2022
6,LAT,18.0,R,"['MEDIUM', 'HARD', 'MEDIUM']",Collision damage,French Grand Prix,2022
20,MAG,20.0,R,"['MEDIUM', 'HARD', 'HARD']",Collision damage,French Grand Prix,2022
16,LEC,1.0,R,['MEDIUM'],Accident,French Grand Prix,2022
22,TSU,8.0,R,"['MEDIUM', 'HARD']",Undertray,French Grand Prix,2022
1,VER,10.0,1,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,Hungarian Grand Prix,2022
44,HAM,7.0,2,"['MEDIUM', 'MEDIUM', 'SOFT']",Finished,Hungarian Grand Prix,2022
63,RUS,1.0,3,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,Hungarian Grand Prix,2022
55,SAI,2.0,4,"['MEDIUM', 'MEDIUM', 'SOFT']",Finished,Hungarian Grand Prix,2022
11,PER,11.0,5,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,Hungarian Grand Prix,2022
16,LEC,3.0,6,"['MEDIUM', 'MEDIUM', 'HARD', 'SOFT']",Finished,Hungarian Grand Prix,2022
4,NOR,4.0,7,"['SOFT', 'MEDIUM', 'HARD']",Finished,Hungarian Grand Prix,2022
14,ALO,6.0,8,"['MEDIUM', 'HARD']",+1 Lap,Hungarian Grand Prix,2022
31,OCO,5.0,9,"['MEDIUM', 'HARD']",+1 Lap,Hungarian Grand Prix,2022
5,VET,18.0,10,"['SOFT', 'MEDIUM', 'MEDIUM']",+1 Lap,Hungarian Grand Prix,2022
18,STR,14.0,11,"['SOFT', 'MEDIUM', 'SOFT']",+1 Lap,Hungarian Grand Prix,2022
10,GAS,0.0,12,"['SOFT', 'MEDIUM', 'SOFT']",+1 Lap,Hungarian Grand Prix,2022
24,ZHO,12.0,13,"['MEDIUM', 'HARD', 'SOFT']",+1 Lap,Hungarian Grand Prix,2022
47,MSC,15.0,14,"['MEDIUM', 'HARD', 'MEDIUM']",+1 Lap,Hungarian Grand Prix,2022
3,RIC,9.0,15,"['SOFT', 'MEDIUM', 'HARD']",+1 Lap,Hungarian Grand Prix,2022
20,MAG,13.0,16,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']",+1 Lap,Hungarian Grand Prix,2022
23,ALB,17.0,17,"['SOFT', 'MEDIUM', 'MEDIUM', 'SOFT']",+1 Lap,Hungarian Grand Prix,2022
6,LAT,19.0,18,"['MEDIUM', 'MEDIUM', 'SOFT', 'SOFT']",+1 Lap,Hungarian Grand Prix,2022
22,TSU,16.0,19,"['SOFT', 'MEDIUM', 'SOFT', 'SOFT']",+2 Laps,Hungarian Grand Prix,2022
77,BOT,8.0,20,"['MEDIUM', 'HARD']",Power Unit,Hungarian Grand Prix,2022
1,VER,14.0,1,"['SOFT', 'MEDIUM', 'MEDIUM']",Finished,Belgian Grand Prix,2022
